No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
488,서울특별시 성동구 성수동2가 280-41,127.0619755,37.5478952,정좌표,서울특별시 성동구 성수동2가 280-41 CU 앞,,일반쓰레기,서울시 성동구청,
489,서울특별시 성동구 성수동2가 315-1,127.056596,37.54398452,정좌표,서울특별시 성동구 성수동2가 315-1 보들리애 치킨 앞,,일반쓰레기,서울시 성동구청,
490,서울특별시 성동구 성수동2가 300-5,127.055056,37.54518644,정좌표,서울특별시 성동구 성수동2가 300-5 성수역 1번 출구,,일반쓰레기,서울시 성동구청,
491,서울특별시 성동구 성수동2가 279-50,127.0652804,37.54537176,정좌표,서울특별시 성동구 성수동2가 279-50 IBK 기업은행 앞,,담배꽁초 수거용,서울시 성동구청,
492,서울특별시 성동구 성수동2가 331-8,127.0561215,37.53867022,정좌표,서울특별시 성동구 성수동2가 331-8 교촌치킨 앞,,담배꽁초 수거용,서울시 성동구청,
493,서울특별시 성동구 성수동2가 231-1,127.0602872,37.53782744,정좌표,서울특별시 성동구 성수동2가 231-1 소방서 앞,,담배꽁초 수거용,서울시 성동구청,
494,서울특별시 성동구 성수동 2가 275-6,127.062596,37.54037431,정좌표,서울특별시 성동구 성수동 2가 275-6 참나무로 바베큐 앞,,담배꽁초 수거용,서울시 성동구청,
495,서울특별시 성동구 송정동 66-263,127.0639967,37.54837826,정좌표,서울특별시 성동구 송정동 66-263 남상정 세무사 앞,,일반쓰레기,서울시 성동구청,
496,서울특별시 성동구 용답동 62-2,127.0542102,37.56521842,정좌표,서울특별시 성동구 용답동 62-2 용답동 다이소 앞,,일반쓰레기,서울시 성동구청,
497,서울특별시 성동구 용답동 235-1,127.0665288,37.56081063,정좌표,서울특별시 성동구 용답동 235-1 현대자동차 앞,,일반쓰레기,서울시 성동구청,
498,서울특별시 성동구 성수 1가 72-91,128.7252327,35.85826887,정좌표,서울특별시 성동구 성수 1가 72-91 홈플러스 365앞,,담배꽁초 수거용,서울시 성동구청,
499,서울특별시 성동구 성수동2가 231-1,127.0602872,37.53782744,정좌표,서울특별시 성동구 성수동2가 231-1 소방서 앞,,일반쓰레기,서울시 성동구청,
500,서울특별시 성동구 성수동 2가 275-6,127.062596,37.54037431,정좌표,서울특별시 성동구 성수동 2가 275-6 참나무로 바베큐 앞,,일반쓰레기,서울시 성동구청,
501,서울특별시 성동구 송정동 66-263,127.0639967,37.54837826,정좌표,서울특별시 성동구 송정동 66-263 남상정 세무사 앞,, 재활용쓰레기 수거용,서울시 성동구청,
502,서울특별시 성동구 용답동 62-2,127.0542102,37.56521842,정좌표,서울특별시 성동구 용답동 62-2 용답동 다이소 앞,,재활용쓰레기 수거용,서울시 성동구청,
503,서울특별시 성동구 성수 1가 72-91,128.7252327,35.85826887,정좌표,서울특별시 성동구 성수 1가 72-91 홈플러스 365앞,,일반쓰레기,서울시 성동구청,
504,서울특별시 성동구 행당동 196,127.03649,37.56103171,인근좌표,서울특별시 성동구 행당동 196 왕십리역4번출구 ,,일반쓰레기,서울시 성동구청,
505,서울특별시 성동구 행당동 196,127.03649,37.56103171,인근좌표,서울특별시 성동구 행당동 196 마을버스 정류장 앞,,일반쓰레기,서울시 성동구청,
506,서울특별시 성동구 행당동 7,127.036721,37.56320617,정좌표,서울특별시 성동구 행당동 7 성동구청 버스정류장 앞,,일반쓰레기,서울시 성동구청,
507,서울특별시 성동구 마장동 521-10,127.0377997,37.56967784,정좌표,서울특별시 성동구 마장동 521-10 국민은행 버스정류장 옆,,일반쓰레기,서울시 성동구청,
508,서울특별시 성동구 마장동 474-25,127.0373586,37.57024898,정좌표,서울특별시 성동구 마장동 474-25 농협은행 버스정류장 옆,,일반쓰레기,서울시 성동구청,
509,서울특별시 성동구 하왕십리동 890-81,127.0280461,37.56448694,정좌표,서울특별시 성동구 하왕십리동 890-81 대중약국 앞 횡단보도 옆,,일반쓰레기,서울시 성동구청,
510,서울특별시 성동구 행당동 322-1,127.0328425,37.55738964,정좌표,서울특별시 성동구 행당동 322-1 마을버스 정류장 옆,,일반쓰레기,서울시 성동구청,
511,서울특별시 성동구 응봉동 101,127.0334228,37.55315896,정좌표,서울특별시 성동구 응봉동 101 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
512,서울특별시 성동구 행당동 349,127.0362286,37.55511992,정좌표,서울특별시 성동구 행당동 349 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
513,서울특별시 성동구 행당동 320-6,127.0348248,37.55761093,정좌표,"서울특별시 성동구 행당동 320-6 육교,버스 정류장 부근",,일반쓰레기,서울시 성동구청,
514,서울특별시 성동구 금호동1가 632,127.0258138,37.55433521,정좌표,서울특별시 성동구 금호동1가 632 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
515,서울특별시 성동구 금호동1가 122,127.0201861,37.55496151,정좌표,서울특별시 성동구 금호동1가 122 신금호역 앞 횡단보도,,일반쓰레기,서울시 성동구청,
516,서울특별시 성동구 금호동2가 1217,127.0245163,37.55128274,정좌표,서울특별시 성동구 금호동2가 1217 아파트입구 횡단보도,,일반쓰레기,서울시 성동구청,
517,서울특별시 성동구 금호동1가 1756,127.02575,37.55142781,정좌표,서울특별시 성동구 금호동1가 1756 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
518,서울특별시 성동구 금호동3가 210-2,127.0253814,37.54823125,정좌표,서울특별시 성동구 금호동3가 210-2 금호사거리 횡당보도 옆,,일반쓰레기,서울시 성동구청,
519,서울특별시 성동구 행당동 산17,127.0412293,37.5588542,인근좌표,서울특별시 성동구 행당동 산17 한양대역 3번출구 앞,,일반쓰레기,서울시 성동구청,
520,서울특별시 성동구 행당동 산17,127.0412293,37.5588542,인근좌표,서울특별시 성동구 행당동 산17 한양대역 1번출구 앞,,일반쓰레기,서울시 성동구청,
521,서울특별시 성동구 행당동 251-2,127.0360516,37.55993771,정좌표,서울특별시 성동구 행당동 251-2 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
522,서울특별시 성동구 마장동 798-1,127.0413483,37.56480376,정좌표,서울특별시 성동구 마장동 798-1 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
523,서울특별시 성동구 용답동 228-5,127.0608453,37.5616298,정좌표,서울특별시 성동구 용답동 228-5 용답우체국 횡단보도 앞,,일반쓰레기,서울시 성동구청,
524,서울특별시 성동구 송정동 97,127.0723274,37.55761727,정좌표,서울특별시 성동구 송정동 97 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
525,서울특별시 성동구 송정동 15-2,127.0692062,37.55192305,정좌표,서울특별시 성동구 송정동 15-2 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
526,서울특별시 성동구 성수동2가 279-44,127.0648718,37.54439752,정좌표,서울특별시 성동구 성수동2가 279-44 프라임병원 횡단보도 앞,,일반쓰레기,서울시 성동구청,
527,서울특별시 성동구 성수동2가 300-9,127.053859,37.54554372,정좌표,서울특별시 성동구 성수동2가 300-9 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
528,서울특별시 성동구 성수동1가 656-745,127.0447822,37.54818593,인근좌표,서울특별시 성동구 성수동1가 656-745 뚝섬역 1번출구 앞,,일반쓰레기,서울시 성동구청,
529,서울특별시 성동구 성수동2가 315-1,127.056596,37.54398452,정좌표,서울특별시 성동구 성수동2가 315-1 성수역 3번출구 앞,,일반쓰레기,서울시 성동구청,
530,서울특별시 성동구 성수동2가 275-53,127.0631952,37.54142069,정좌표,서울특별시 성동구 성수동2가 275-53 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
531,서울특별시 성동구 성수동1가 656-3,127.0451736,37.54265358,정좌표,서울특별시 성동구 성수동1가 656-3 서울숲역 2번출구 앞,,일반쓰레기,서울시 성동구청,
532,서울특별시 성동구 성수동1가 661-2,127.0449487,37.5461032,정좌표,서울특별시 성동구 성수동1가 661-2 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
533,서울특별시 성동구 성수동1가 656-1731,127.0451168,37.54774468,정좌표,서울특별시 성동구 성수동1가 656-1731 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
534,서울특별시 성동구 행당동192-29  ,127.0367858,37.5649145,정좌표,서울특별시 성동구 행당동192-29   성동샤르망 오피스텔 앞,,일반쓰레기,서울시 성동구청,
535,서울특별시 성동구 하왕십리동700 ,127.0285914,37.5669062,인근좌표,서울특별시 성동구 하왕십리동700  센트라스130동 횡단보도 앞,,일반+담배꽁초 ,서울시 성동구청,
536,서울특별시 성동구 행당동286-70  ,127.0340429,37.56184911,정좌표,서울특별시 성동구 행당동286-70   NH농협은행,,일반+담배꽁초 ,서울시 성동구청,
537,서울특별시 성동구 도선동53,127.0340422,37.56249991,정좌표,서울특별시 성동구 도선동53  한성아펠타워 횡단보도 앞,,일반+담배꽁초 ,서울시 성동구청,
538,서울특별시 성동구 성수동2가302-5 ,127.052107,37.54539354,정좌표,서울특별시 성동구 성수동2가302-5  대왕금속 앞,,일반쓰레기,서울시 성동구청,
539,서울특별시 성동구 성수동1가656-766,127.0484472,37.54651001,정좌표,서울특별시 성동구 성수동1가656-766 뚝섬역5번출구앞,,일반쓰레기,서울시 성동구청,
540,서울특별시 성동구 성수동1가656-75,127.0441603,37.54781895,정좌표,서울특별시 성동구 성수동1가656-75 에스콰이어빌딩 앞,,일반쓰레기,서울시 성동구청,
541,서울특별시 성동구 금호동3가373-1 ,127.0224447,37.54834395,정좌표,서울특별시 성동구 금호동3가373-1   행복이열리는약국 앞,,일반+담배꽁초 ,서울시 성동구청,
542,서울특별시 성동구 금호동4가593  ,127.0210159,37.54763176,정좌표,서울특별시 성동구 금호동4가593   네일슈가 앞,,일반+담배꽁초 ,서울시 성동구청,
543,서울특별시 성동구 금호동4가198 ,127.0249897,37.54669724,인근좌표,서울특별시 성동구 금호동4가198  서울숲푸르지오 상가 앞,,일반+담배꽁초 ,서울시 성동구청,
544,서울특별시 성동구 옥수동285-85 ,127.014552,37.54347421,정좌표,서울특별시 성동구 옥수동285-85  기아자동차 앞,,일반+담배꽁초 ,서울시 성동구청,
545,서울특별시 성동구 옥수동 244-3 ,127.0125358,37.54256696,정좌표,서울특별시 성동구 옥수동 244-3  블루클럽 앞,,일반쓰레기,서울시 성동구청,
546,서울특별시 성동구 옥수동262-12 ,127.013007,37.54284878,정좌표,서울특별시 성동구 옥수동262-12  전주행 식당 앞,,일반+담배꽁초 ,서울시 성동구청,
547,서울특별시 성동구 옥수동447-4 ,127.0107995,37.54127699,정좌표,서울특별시 성동구 옥수동447-4  홈플러스마트 앞,,일반+담배꽁초 ,서울시 성동구청,
548,서울특별시 성동구 행당동192-8 ,127.0362753,37.56168244,정좌표,서울특별시 성동구 행당동192-8  왕십리2호선3번출구 앞,,일반쓰레기,서울시 성동구청,
549,서울특별시 성동구 마장동523-4 ,127.0383182,37.57110996,정좌표,서울특별시 성동구 마장동523-4  대명자동차 앞,,일반쓰레기,서울시 성동구청,
550,서울특별시 성동구 마장동568-19  ,127.0370653,37.56900011,정좌표,서울특별시 성동구 마장동568-19   브이쿨렌트카 앞,,일반쓰레기,서울시 성동구청,
551,서울특별시 성동구 행당동322-175 ,127.033919,37.55616826,정좌표,서울특별시 성동구 행당동322-175  오렌지동물병원 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
552,서울특별시 성동구 응봉동200-1,127.0310804,37.54988721,정좌표,서울특별시 성동구 응봉동200-1  파리바게뜨 앞,,일반쓰레기,서울시 성동구청,
553,서울특별시 성동구 응봉동228-20 ,127.0355011,37.55166787,정좌표,서울특별시 성동구 응봉동228-20  성진바이크 앞,,일반쓰레기,서울시 성동구청,
554,서울특별시 성동구 행당동133-5 ,127.0369552,37.55889305,정좌표,서울특별시 성동구 행당동133-5  대원공인중개사 앞,,일반쓰레기,서울시 성동구청,
555,서울특별시 성동구 금호동1가167-35 ,127.0238981,37.55578504,정좌표,서울특별시 성동구 금호동1가167-35  드림인테리어 앞,,일반쓰레기,서울시 성동구청,
556,서울특별시 성동구 금호동1가103 ,127.0200959,37.55610614,정좌표,서울특별시 성동구 금호동1가103  위드미마트 앞,,일반쓰레기,서울시 성동구청,
557,서울특별시 성동구 금호동1가179-59 ,127.0243896,37.55376167,정좌표,서울특별시 성동구 금호동1가179-59  신흥카센타 앞,,일반쓰레기,서울시 성동구청,
558,서울특별시 성동구 금호동1가1797-1,127.026225,37.54927459,정좌표,서울특별시 성동구 금호동1가1797-1  태능숯불갈비 앞,,일반쓰레기,서울시 성동구청,
559,서울특별시 성동구 금호동4가145 ,127.0240583,37.54797416,정좌표,서울특별시 성동구 금호동4가145  늑대와여우컴퓨터 앞,,일반쓰레기,서울시 성동구청,
560,서울특별시 성동구 행당동19-100 ,127.0405412,37.55870683,정좌표,서울특별시 성동구 행당동19-100  (팅커벨상가)버스정류장 앞,,일반쓰레기,서울시 성동구청,
561,서울특별시 성동구 마장동388-2 ,127.0419098,37.56303153,정좌표,서울특별시 성동구 마장동388-2  버스 정류장 앞,,일반쓰레기,서울시 성동구청,
562,서울특별시 성동구 마장동773-2,127.0414486,37.5656814,정좌표,서울특별시 성동구 마장동773-2 SC제일은행 마장역1번출구 앞,,일반쓰레기,서울시 성동구청,
563,서울특별시 성동구 용답동1-2 ,127.0545299,37.56497166,정좌표,서울특별시 성동구 용답동1-2  용답동 파리바케뜨 앞,,일반쓰레기,서울시 성동구청,
564,서울특별시 성동구 용답동232-1,127.0633285,37.5612786,정좌표,서울특별시 성동구 용답동232-1  CU편의점 앞,,일반쓰레기,서울시 성동구청,
565,서울특별시 성동구 용답동235-5 ,127.0677856,37.56063499,정좌표,서울특별시 성동구 용답동235-5  육대장 앞 ,,일반쓰레기,서울시 성동구청,
566,서울특별시 성동구 성수동2가300-1 ,127.0569586,37.5446739,정좌표,서울특별시 성동구 성수동2가300-1  성수역2번출구 앞,,일반쓰레기,서울시 성동구청,
567,서울특별시 성동구 송정동81-16 ,127.0563395,37.54968053,정좌표,서울특별시 성동구 송정동81-16   센스빌오피스텔 앞,,일반쓰레기,서울시 성동구청,
568,서울특별시 성동구 송정동 90-7,127.0710337,37.55531357,정좌표,서울특별시 성동구 송정동 90-7 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
569,서울특별시 성동구 독서당로 173,127.0109028,37.5415657,정좌표,서울특별시 성동구 독서당로 173 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
570,서울특별시 성동구 마조로58,127.0419134,37.5627806,정좌표,서울특별시 성동구 마조로58 편의점 옆,,담배꽁초 수거용,서울시 성동구청,
571,서울특별시 성동구 고산자로 339,127.0373246,37.5699059,정좌표,서울특별시 성동구 고산자로 339 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
572,서울특별시 성동구 고산자로 281-,127.0360667,37.56479933,정좌표,서울특별시 성동구 고산자로 281- 편의점 옆,,담배꽁초 수거용,서울시 성동구청,
573,서울특별시 성동구 왕십리로 280,127.0382199,37.55923401,정좌표,서울특별시 성동구 왕십리로 280 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
574,서울특별시 성동구 왕십리로 320-1,127.0341862,37.56232331,정좌표,서울특별시 성동구 왕십리로 320-1 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
575,서울특별시 성동구 왕십리로 49,127.0449108,37.54188761,인근좌표,서울특별시 성동구 왕십리로 49 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
576,서울특별시 성동구 상왕십리역 1-1주변,128.72506,35.85833324,정좌표,서울특별시 성동구 상왕십리역 1-1주변 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
577,서울특별시 성동구 무학로 2,127.0302722,37.56444634,정좌표,서울특별시 성동구 무학로 2 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
578,서울특별시 성동구 왕십리로 363-1,127.029567,37.5640446,정좌표,서울특별시 성동구 왕십리로 363-1 편의점 주변,,담배꽁초 수거용,서울시 성동구청,
579,서울특별시 성동구 고산자로 4-5,127.0359915,37.54132786,인근좌표,서울특별시 성동구 고산자로 4-5 편의점 주변,,담배꽁초 수거용,서울시 성동구청,
580,서울특별시 성동구 행당로 2-11,127.020502,37.55457443,인근좌표,서울특별시 성동구 행당로 2-11 도로(가로)변,,담배꽁초 수거용,서울시 성동구청,
581,서울특별시 성동구 금호로 158,127.0201696,37.55488296,정좌표,서울특별시 성동구 금호로 158 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
582,서울특별시 성동구 행당로 6-6,127.0207433,37.55447175,인근좌표,서울특별시 성동구 행당로 6-6 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
583,서울특별시 성동구 왕십리로 12-9,127.0453165,37.53903071,인근좌표,서울특별시 성동구 왕십리로 12-9 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
584,서울특별시 성동구 동일로 173,127.0668019,37.54771607,정좌표,서울특별시 성동구 동일로 173 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
585,서울특별시 성동구 뚝섬로 310,127.0461861,37.54099567,정좌표,서울특별시 성동구 뚝섬로 310 편의점 주변,,담배꽁초 수거용,서울시 성동구청,
586,서울특별시 성동구 뚝섬로 436,127.0591207,37.53669789,정좌표,서울특별시 성동구 뚝섬로 436 편의점 주변,,담배꽁초 수거용,서울시 성동구청,
587,서울특별시 성동구 왕십리로 89,127.0443411,37.54575446,정좌표,서울특별시 성동구 왕십리로 89 횡단보도 옆(성동구종합체육센터),,담배꽁초 수거용,서울시 성동구청,
588,서울특별시 성동구 성수이로 118,127.0578574,37.54517382,정좌표,서울특별시 성동구 성수이로 118 횡단보도 옆(라성빌딩),,담배꽁초 수거용,서울시 성동구청,
589,서울특별시 성동구 아차산로 85-1,127.0537916,37.54548301,정좌표,서울특별시 성동구 아차산로 85-1 편의점 주변,,담배꽁초 수거용,서울시 성동구청,
590,서울특별시 성동구 성수이로 108,127.057375,37.54454891,정좌표,서울특별시 성동구 성수이로 108 편의점 주변,,담배꽁초 수거용,서울시 성동구청,
591,서울특별시 성동구 아차산로 49,127.0500381,37.54678925,정좌표,서울특별시 성동구 아차산로 49 편의점 주변,,담배꽁초 수거용,서울시 성동구청,
592,서울특별시 성동구 왕십리로 232,127.0417535,37.5576851,정좌표,서울특별시 성동구 왕십리로 232 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
593,서울특별시 성동구 청계천로10가길 102,127.0374349,37.57152317,정좌표,서울특별시 성동구 청계천로10가길 102 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
594,서울특별시 성동구 청계천로 546,127.036905,37.57171705,정좌표,서울특별시 성동구 청계천로 546 도로(가로)변,,담배꽁초 수거용,서울시 성동구청,
595,서울특별시 성동구 금호로 141-1,127.0210038,37.5536807,정좌표,서울특별시 성동구 금호로 141-1 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
596,서울특별시 성동구 금호로 168,127.0202082,37.55581367,정좌표,서울특별시 성동구 금호로 168  도로(가로)변,,담배꽁초 수거용,서울시 성동구청,
597,서울특별시 성동구 행당로 15,127.0216535,37.55486645,정좌표,서울특별시 성동구 행당로 15 금호1가동주민센터 주변,,담배꽁초 수거용,서울시 성동구청,
598,서울특별시 성동구 금호로 60-1,127.0260647,37.54873468,정좌표,서울특별시 성동구 금호로 60-1 도로(가로)변,,담배꽁초 수거용,서울시 성동구청,
599,서울특별시 성동구 341-1,128.720799,35.84952285,인근좌표,서울특별시 성동구 341-1 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
600,서울특별시 성동구 15나길 19,128.7196159,35.85907899,인근좌표,서울특별시 성동구 15나길 19 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
601,서울특별시 성동구 10,128.7212926,35.85811034,인근좌표,서울특별시 성동구 10 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
602,서울특별시 성동구 44,128.7155741,35.86021161,인근좌표,서울특별시 성동구 44 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
603,서울특별시 성동구 왕십리로 410,127.0252782,37.56540649,정좌표,서울특별시 성동구 왕십리로 410 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
604,서울특별시 성동구 마장로 137,127.0237304,37.56998145,정좌표,서울특별시 성동구 마장로 137 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
605,서울특별시 성동구 왕십리로 327,127.0332248,37.56239505,정좌표,서울특별시 성동구 왕십리로 327 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
606,서울특별시 성동구 고사자로 197,128.7207281,35.85055006,인근좌표,서울특별시 성동구 고사자로 197 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
607,서울특별시 성동구 행당로 87,127.0285445,37.55729284,정좌표,서울특별시 성동구 행당로 87 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
608,서울특별시 성동구 금호로 173,127.0190166,37.55460552,정좌표,서울특별시 성동구 금호로 173 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
609,서울특별시 성동구 금호로 105,127.0245529,37.55237691,정좌표,서울특별시 성동구 금호로 105 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
610,서울특별시 성동구 독서당로 299-2,127.0224564,37.54836753,정좌표,서울특별시 성동구 독서당로 299-2 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
611,서울특별시 성동구 독서당로 207,127.0139111,37.54383042,정좌표,서울특별시 성동구 독서당로 207 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
612,서울특별시 성동구 독서당로 222,127.0153668,37.54388705,정좌표,서울특별시 성동구 독서당로 222 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
613,서울특별시 성동구 독서당로 216,127.0147618,37.5435691,정좌표,서울특별시 성동구 독서당로 216 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
614,서울특별시 성동구 금호로 40,127.0257877,37.54711114,정좌표,서울특별시 성동구 금호로 40 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
615,서울특별시 성동구 살곶이길 352,127.0409834,37.55678977,정좌표,서울특별시 성동구 살곶이길 352 횡단보도,,"담배꽁초, 음료컵",서울시 성동구청,
616,서울특별시 성동구 마장로 310,127.0440108,37.56651355,정좌표,서울특별시 성동구 마장로 310 횡단보도,,"담배꽁초, 음료컵",서울시 성동구청,
617,서울특별시 성동구 마장로 810,127.0489609,37.56880964,인근좌표,서울특별시 성동구 마장로 810 전철역,,"담배꽁초, 음료컵",서울시 성동구청,
618,서울특별시 성동구 천호대로 312,127.0545592,37.56497979,정좌표,서울특별시 성동구 천호대로 312 횡단보도,,"담배꽁초, 음료컵",서울시 성동구청,
619,서울특별시 성동구 용답동 232-6,127.0639878,37.56092014,정좌표,서울특별시 성동구 용답동 232-6 전철역,,"담배꽁초, 음료컵",서울시 성동구청,
620,서울특별시 성동구 광나루로 337,127.0672332,37.54850859,정좌표,서울특별시 성동구 광나루로 337 횡단보도,,"담배꽁초, 음료컵",서울시 성동구청,
621,서울특별시 성동구 동일로 223,127.069198,37.55182932,정좌표,서울특별시 성동구 동일로 223 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
622,서울특별시 성동구 뚝섬로 397,127.054544,37.53877861,인근좌표,서울특별시 성동구 뚝섬로 397 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
623,서울특별시 성동구 광나루로 243,127.0569441,37.54946192,정좌표,서울특별시 성동구 광나루로 243 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
624,서울특별시 성동구 뚝섬로 452,127.0606558,37.5371779,정좌표,서울특별시 성동구 뚝섬로 452 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
625,서울특별시 성동구 아차산로 120,127.0572218,37.54390837,정좌표,서울특별시 성동구 아차산로 120 전철역,,"담배꽁초, 음료컵",서울시 성동구청,
626,서울특별시 성동구 광나루로 328,127.0662362,37.54802496,정좌표,서울특별시 성동구 광나루로 328 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
627,서울특별시 성동구 광나루로 297,127.0628189,37.54850134,정좌표,서울특별시 성동구 광나루로 297 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
628,서울특별시 성동구 광나루로 319,127.0652896,37.54837977,정좌표,서울특별시 성동구 광나루로 319 횡단보도,,"담배꽁초, 음료컵",서울시 성동구청,
629,서울특별시 성동구 광나루로 190,127.0511378,37.55042805,정좌표,서울특별시 성동구 광나루로 190 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
630,서울특별시 성동구 광나루로 142-1,127.0460554,37.55134494,정좌표,서울특별시 성동구 광나루로 142-1 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
631,서울특별시 성동구 광나루로 184,127.0504375,37.55086254,정좌표,서울특별시 성동구 광나루로 184 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
632,서울특별시 성동구 살곶이 8길 22,127.0429755,37.55630059,정좌표,서울특별시 성동구 살곶이 8길 22 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
633,서울특별시 성동구 광나루로 297,127.0628189,37.54850134,정좌표,서울특별시 성동구 광나루로 297 버스정류장,,"담배꽁초, 음료컵",서울시 성동구청,
634,서울특별시 영등포구 국회대로 675,126.909032,37.52539723,정좌표,서울특별시 영등포구 국회대로 675 안상규벌꿀 앞,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
635,서울특별시 영등포구 국회대로 675,126.909032,37.52539723,정좌표,서울특별시 영등포구 국회대로 675 안상규벌꿀 앞,⑥ 횡단보도 입구,② 재활용쓰레기,서울시 영등포구청,
636,서울특별시 영등포구 당산로 235,126.9020895,37.53471153,정좌표,서울특별시 영등포구 당산로 235 당산역 2번출구 버스정류장(19-645),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
637,서울특별시 영등포구 당산로 235,126.9020895,37.53471153,정좌표,서울특별시 영등포구 당산로 235 당산역 2번출구 버스정류장(19-645),"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
638,서울특별시 영등포구 양평로 36,126.9026738,37.53382666,정좌표,서울특별시 영등포구 양평로 36 당산역 7번 출구 뒤,② 지하철역 입구,① 일반쓰레기,서울시 영등포구청,
639,서울특별시 영등포구 양평로 36,126.9026738,37.53382666,정좌표,서울특별시 영등포구 양평로 36 당산역 7번 출구 뒤,② 지하철역 입구,② 재활용쓰레기,서울시 영등포구청,
640,서울특별시 영등포구 당산로 223,126.9011635,37.53373906,정좌표,서울특별시 영등포구 당산로 223 올리브 영 앞,② 지하철역 입구,① 일반쓰레기,서울시 영등포구청,
641,서울특별시 영등포구 당산로 223,126.9011635,37.53373906,정좌표,서울특별시 영등포구 당산로 223 올리브 영 앞,② 지하철역 입구,② 재활용쓰레기,서울시 영등포구청,
642,서울특별시 영등포구 양평로 64,126.899966,37.53514017,정좌표,서울특별시 영등포구 양평로 64 gs편의점 앞,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
643,서울특별시 영등포구 양평로 36,126.9026738,37.53382666,정좌표,서울특별시 영등포구 양평로 36 당산역 7번 출구 뒤,② 지하철역 입구,① 일반쓰레기,서울시 영등포구청,
644,서울특별시 영등포구 양평로 36,126.9026738,37.53382666,정좌표,서울특별시 영등포구 양평로 36 당산역 7번 출구 뒤,② 지하철역 입구,② 재활용쓰레기,서울시 영등포구청,
645,서울특별시 영등포구 양평로 24-1,126.9035734,37.5333242,정좌표,서울특별시 영등포구 양평로 24-1 o&k 빌딩 앞 버스정류장(19-175),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
